edge_id,source_id,target_id,transition_kind,weight_rule,weight_value,weight_expression,condition_kind,condition_value,semantic_risk,semantic_morality,semantic_action,origin,source_ref,note
e0459,253,Death,combat,formula,,1 - combat_win(253),,,,,,auto,generated:combat_death:253,Implicit death when the combat is lost.
e0460,254,32,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:430,
e0461,254,146,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:431,
e0462,255,82,combat,formula,,combat_win(255),,,,,,auto,LW01_e_edges.csv:432,"Transition after combat victory. | Combat outcome determines progression, but only one choice tag exists"
e0463,255,Death,combat,formula,,1 - combat_win(255),,,,,,auto,generated:combat_death:255,Implicit death when the combat is lost.
e0464,256,224,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:433,
e0465,257,133,profile_choice,profile_choice,,,,,neutral,neutral,tactical,auto,LW01_e_edges.csv:434,
e0466,257,161,profile_choice,profile_choice,,,,,reckless,neutral,neutral,auto,LW01_e_edges.csv:435,
e0467,258,50,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:436,Loss of Backpack and Weapons during the transition
e0468,259,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:259,Written narrative ending linked to its shared outcome.
e0469,260,156,combat,formula,,combat_win(260),,,,,,auto,LW01_e_edges.csv:437,Transition after combat victory. | Combat scenario with only one outcome option provided in the text
e0470,260,Death,combat,formula,,1 - combat_win(260),,,,,,auto,generated:combat_death:260,Implicit death when the combat is lost.
e0471,261,208,profile_choice,profile_choice,,,,,reckless,noble,physical,auto,LW01_e_edges.csv:438,
e0472,261,264,profile_choice,profile_choice,,,,,cautious,selfish,physical,auto,LW01_e_edges.csv:439,
e0473,262,191,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:440,
e0474,262,234,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:441,
e0475,263,70,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:442,
e0476,263,157,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:443,
e0477,264,97,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:444,
e0478,264,6,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:445,
e0479,265,142,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:446,
e0480,266,209,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:447,
e0481,267,125,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:448,
e0482,268,288,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:449,
e0483,269,314,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:450,
e0484,269,7,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:451,
e0485,270,21,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:452,
e0486,271,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:271,Written narrative ending linked to its shared outcome.
e0487,272,134,kai,formula,,"kai_available(""Tracking"")",kai_discipline,Tracking,,,,auto,LW01_e_edges.csv:453,Kai route is taken whenever the discipline is available.
e0488,272,305,kai,formula,,"1 - kai_available(""Tracking"")",kai_discipline_absent,Tracking,,,,auto,LW01_e_edges.csv:454,
e0489,273,179,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:455,
e0490,273,51,profile_choice,profile_choice,,,,,cautious,neutral,tactical,auto,LW01_e_edges.csv:456,
e0491,274,331,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:457,Loss of Weapon(s) during the transition
e0492,275,345,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:458,
e0493,275,74,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:459,
e0494,276,213,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:460,Loss of 1 ENDURANCE point during the transition
e0495,277,113,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:461,Loss of a Weapon during the transition
e0496,278,149,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:462,
e0497,279,112,random,constant,0.7,,,,,,,auto,LW01_e_edges.csv:463,
e0498,279,96,random,constant,0.3,,,,,,,auto,LW01_e_edges.csv:464,
e0499,280,327,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:465,
e0500,280,170,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:466,
e0501,281,311,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:467,
e0502,281,77,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:468,
e0503,282,11,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:469,
e0504,283,123,combat,formula,,combat_win(283),,,,,,auto,LW01_e_edges.csv:470,Transition after combat victory. | Combat encounter with a Vordak. Contains implicit death condition if the player loses.
e0505,283,Death,combat,formula,,1 - combat_win(283),,,,,,auto,generated:combat_death:283,Implicit death when the combat is lost.
e0506,284,71,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:471,
e0507,285,325,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:472,
e0508,286,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:286,Written narrative ending linked to its shared outcome.
e0509,287,13,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:473,
e0510,287,330,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:474,
e0511,288,129,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:475,
e0512,289,139,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:476,
e0513,290,140,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:477,
e0514,291,272,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:478,
e0515,292,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:292,Written narrative ending linked to its shared outcome.
e0516,293,281,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:479,
e0517,294,230,random,constant,0.3,,,,,,,auto,LW01_e_edges.csv:480,
e0518,294,190,random,constant,0.4,,,,,,,auto,LW01_e_edges.csv:481,
e0519,294,321,random,constant,0.3,,,,,,,auto,LW01_e_edges.csv:482,
e0520,295,185,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:483,
e0521,295,92,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:484,
e0522,296,90,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:485,
e0523,297,117,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:486,
e0524,298,121,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:487,
e0525,298,38,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:488,
e0526,299,227,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:489,
e0527,299,95,profile_choice,profile_choice,,,,,cautious,neutral,tactical,auto,LW01_e_edges.csv:490,
e0528,300,13,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:491,Consumption of a Meal required before transition
e0529,301,27,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:492,
e0530,302,110,random,constant,0.3,,,,,,,auto,LW01_e_edges.csv:493,
e0531,302,285,random,constant,0.7,,,,,,,auto,LW01_e_edges.csv:494,
e0532,303,237,kai,formula,,"kai_available(""Camouflage"")",kai_discipline,Camouflage,,,,auto,LW01_e_edges.csv:495,Kai route is taken whenever the discipline is available.
e0533,303,72,kai,formula,,"1 - kai_available(""Camouflage"")",kai_discipline_absent,Camouflage,,,,auto,LW01_e_edges.csv:496,
e0534,304,2,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:497,Loss of 2 ENDURANCE points during the transition
e0535,305,105,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:498,
e0536,306,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:306,Written narrative ending linked to its shared outcome.
e0537,307,213,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:499,"Contains optional item acquisition (Meal, Warhammer) before forced transition"
e0538,308,122,kai,formula,,"kai_available(""Animal Kinship"")",kai_discipline,Animal Kinship,,,,auto,LW01_e_edges.csv:500,Kai route is taken whenever the discipline is available.
e0539,308,233,profile_choice,formula,,"1 - kai_available(""Animal Kinship"")",,,reckless,neutral,physical,auto,LW01_e_edges.csv:501,Choice among routes remaining when the Kai route is unavailable.
e0540,309,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:309,Written narrative ending linked to its shared outcome.
e0541,310,37,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:502,
e0542,311,324,kai,formula,,"kai_available(""Camouflage"")",kai_discipline,Camouflage,,,,auto,LW01_e_edges.csv:503,Kai route is taken whenever the discipline is available.
e0543,311,279,profile_choice,formula,,"(1 - kai_available(""Camouflage"")) * choice_share(311, 279)",,,cautious,neutral,tactical,auto,LW01_e_edges.csv:504,Choice among routes remaining when the Kai route is unavailable.
e0544,311,47,profile_choice,formula,,"(1 - kai_available(""Camouflage"")) * choice_share(311, 47)",,,reckless,neutral,physical,auto,LW01_e_edges.csv:505,Choice among routes remaining when the Kai route is unavailable.
e0545,312,299,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:506,
e0546,313,248,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:507,Loss of 1 ENDURANCE point during the transition
e0547,314,341,random,constant,0.7,,,,,,,auto,LW01_e_edges.csv:508,
e0548,314,98,random,constant,0.3,,,,,,,auto,LW01_e_edges.csv:509,
e0549,315,213,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:510,
e0550,316,331,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:511,
e0551,317,61,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:512,
e0552,318,129,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:513,
e0553,319,157,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:514,Player acquires 20 Gold Crowns and a Dagger during the transition
e0554,320,264,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:515,Loss of 2 ENDURANCE points during the transition
e0555,321,273,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:516,
e0556,322,17,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:517,
e0557,322,89,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:518,
e0558,323,290,profile_choice,profile_choice,,,,,reckless,neutral,neutral,auto,LW01_e_edges.csv:519,
e0559,323,140,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:520,
e0560,324,33,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:521,
e0561,324,248,profile_choice,profile_choice,,,,,cautious,neutral,tactical,auto,LW01_e_edges.csv:522,
e0562,325,349,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:523,
e0563,326,61,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:524,
e0564,327,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:327,Written narrative ending linked to its shared outcome.
e0565,328,76,profile_choice,profile_choice,,,,,reckless,selfish,neutral,auto,LW01_e_edges.csv:525,
e0566,328,118,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:526,
e0567,329,284,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:527,
e0568,330,315,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:528,
e0569,330,213,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:529,
e0570,331,170,profile_choice,profile_choice,,,,,reckless,neutral,neutral,auto,LW01_e_edges.csv:530,
e0571,331,280,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:531,
e0572,332,350,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:532,
e0573,333,131,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:533,
e0574,334,48,profile_choice,formula,,"available_choice_share(334, 48, kai_available(""Sixth Sense""))",kai_discipline,Sixth Sense,cautious,neutral,tactical,supervised,LW01_supervision.csv:39,Choice to use Sixth Sense when it is available.
e0575,334,73,profile_choice,formula,,"available_choice_share(334, 73, kai_available(""Camouflage""))",kai_discipline,Camouflage,cautious,neutral,tactical,supervised,LW01_supervision.csv:40,Choice to use Camouflage and wait when it is available.
e0576,334,162,profile_choice,formula,,"available_choice_share(334, 162, 1)",,,reckless,neutral,neutral,supervised,LW01_supervision.csv:41,Unconditionally available choice to approach the soldiers.
e0577,335,121,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:537,
e0578,336,117,combat,formula,,combat_win(336),,,,,,auto,LW01_e_edges.csv:538,Transition after combat victory. | Implicit risk of death if combat is lost
e0579,336,Death,combat,formula,,1 - combat_win(336),,,,,,auto,generated:combat_death:336,Implicit death when the combat is lost.
e0580,337,219,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:539,
e0581,337,317,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:540,
e0582,338,113,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:541,
e0583,339,94,combat,formula,,"combat_outcome(339, ""survive"")",combat_outcome,survive,,,,supervised,LW01_supervision.csv:42,Victory within four rounds; one of two non-fatal continuations.
e0584,339,203,combat,formula,,"combat_outcome(339, ""survive"")",combat_outcome,survive,,,,supervised,LW01_supervision.csv:43,Combat still in progress after four rounds; one of two non-fatal continuations.
e0585,339,7,escape,formula,,"combat_outcome(339, ""escape"")",combat_outcome,escape,cautious,neutral,tactical,supervised,LW01_supervision.csv:44,Escape at any stage of the combat.
e0586,339,Death,combat,formula,,"combat_outcome(339, ""death"")",combat_outcome,death,,,,supervised,LW01_supervision.csv:45,Death before another outcome is reached.
e0587,340,193,combat,formula,,combat_win(340),,,,,,auto,LW01_e_edges.csv:545,Transition after combat victory. | Combat scenario with only one outcome provided (win). Implicit death condition if lost.
e0588,340,Death,combat,formula,,1 - combat_win(340),,,,,,auto,generated:combat_death:340,Implicit death when the combat is lost.
e0589,341,310,kai,formula,,"kai_available(""Tracking"")",kai_discipline,Tracking,,,,auto,LW01_e_edges.csv:546,Kai route is taken whenever the discipline is available.
e0590,341,210,profile_choice,formula,,"(1 - kai_available(""Tracking"")) * choice_share(341, 210)",,,neutral,neutral,neutral,auto,LW01_e_edges.csv:547,Choice among routes remaining when the Kai route is unavailable.
e0591,341,37,profile_choice,formula,,"(1 - kai_available(""Tracking"")) * choice_share(341, 37)",,,neutral,neutral,tactical,auto,LW01_e_edges.csv:548,Choice among routes remaining when the Kai route is unavailable.
e0592,342,123,combat,formula,,combat_win(342),,,,,,auto,LW01_e_edges.csv:549,"Transition after combat victory. | Combat outcome determines progression, but only one choice tag exists"
e0593,342,Death,combat,formula,,1 - combat_win(342),,,,,,auto,generated:combat_death:342,Implicit death when the combat is lost.
e0594,343,213,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:550,Loss of 2 ENDURANCE points during the transition
e0595,344,60,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:551,
e0596,345,272,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:552,
e0597,345,19,profile_choice,profile_choice,,,,,neutral,neutral,tactical,auto,LW01_e_edges.csv:553,
e0598,346,14,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:554,
e0599,347,103,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:555,
e0600,348,95,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:556,
e0601,349,293,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:557,Acquisition of item: Crystal Star Pendant
e0602,350,Win,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:350,Written narrative ending linked to its shared outcome.
